ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60626,24,06/13/2021,06/19/2021,1,4439,2,8926.2,1151,138845,2314,279197.7,0.0,0.0,0,167,0.0,335.8,49730,60626-2021-24,POINT (-87.669834 42.009469)
Unknown,32,08/02/2020,08/08/2020,5,121,0,0,2058,42811,0,0,0.1,0.1,0,4,0.0,0.0,0,Unknown-2020-32,
60639,25,06/14/2020,06/20/2020,67,3434,74,3793.8,1212,13974,1339,15438,0.1,0.3,6,100,6.6,110.5,90517,60639-2020-25,POINT (-87.75531 41.920609)
60608,36,09/05/2021,09/11/2021,67,8766,85,11067.5,2492,140311,3146,177149.2,0.0,0.1,0,150,0.0,189.4,79205,60608-2021-36,POINT (-87.670366 41.849879)
60621,19,05/03/2020,05/09/2020,58,400,200,1377.3,337,1438,1160,4951.4,0.2,0.3,7,29,24.1,99.9,29042,60621-2020-19,POINT (-87.638812 41.776931)
60647,11,03/08/2020,03/14/2020,8,8,9,9.1,22,22,25,25.1,0.0,0.0,0,0,0.0,0.0,87509,60647-2020-11,POINT (-87.701101 41.921058)
60639,20,05/10/2020,05/16/2020,385,2558,425,2826,1609,7000,1778,7733.4,0.3,0.4,7,69,7.7,76.2,90517,60639-2020-20,POINT (-87.75531 41.920609)
60623,30,07/19/2020,07/25/2020,59,3760,69,4373.2,1205,16955,1402,19719.9,0.1,0.2,2,154,2.3,179.1,85979,60623-2020-30,POINT (-87.717446 41.850321)
60827,39,09/20/2020,09/26/2020,4,113,14,395.4,,807,0,2823.9,0.0,0.1,0,8,0.0,28.0,28577,60827-2020-39,POINT (-87.633087 41.650765)
60661,39,09/20/2020,09/26/2020,6,154,60,1551.5,273,3699,2750,37265.8,0.0,0.0,0,0,0.0,0.0,9926,60661-2020-39,POINT (-87.644283 41.882786)
60633,28,07/05/2020,07/11/2020,19,173,148,1344.1,272,1529,2113,11879.4,0.1,0.1,0,4,0.0,31.1,12871,60633-2020-28,POINT (-87.556037 41.653147)
60624,34,08/16/2020,08/22/2020,33,1117,91,3089.2,547,9423,1513,26060.6,0.1,0.1,0,29,0.0,80.2,36158,60624-2020-34,POINT (-87.722735 41.879417)
60666,27,07/04/2021,07/10/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-27,POINT (-87.896371 41.979511)
60601,45,11/01/2020,11/07/2020,63,387,429,2637.1,578,9377,3939,63897.8,0.1,0.0,0,7,0.0,47.7,14675,60601-2020-45,POINT (-87.622844 41.886262)
60606,36,09/05/2021,09/11/2021,13,386,419,12447.6,658,13943,21219,449629.2,0.0,0.0,0,3,0.0,96.7,3101,60606-2021-36,POINT (-87.63676 41.882634)
60638,13,03/22/2020,03/28/2020,38,46,65,78.2,170,215,289,365.7,0.2,0.2,0,0,0.0,0.0,58797,60638-2020-13,POINT (-87.771902 41.787032)
60621,9,02/28/2021,03/06/2021,20,1997,69,6876.2,577,24209,1987,83358.6,0.0,0.1,0,78,0.0,268.6,29042,60621-2021-9,POINT (-87.638812 41.776931)
60620,51,12/13/2020,12/19/2020,168,3692,247,5421.8,2123,43436,3118,63786.4,0.1,0.1,5,107,7.3,157.1,68096,60620-2020-51,POINT (-87.651656 41.740873)
60656,22,05/24/2020,05/30/2020,20,254,72,921,331,2155,1200,7813.9,0.1,0.1,0,7,0.0,25.4,27579,60656-2020-22,POINT (-87.817934 41.974566)
60656,22,05/30/2021,06/05/2021,10,3228,36,11704.6,532,34687,1929,125773.2,0.0,0.1,0,57,0.0,206.7,27579,60656-2021-22,POINT (-87.817934 41.974566)
60660,35,08/23/2020,08/29/2020,30,673,69,1556.4,1000,11919,2313,27563.5,0.0,0.1,1,41,2.3,94.8,43242,60660-2020-35,POINT (-87.666362 41.991062)
60827,35,08/29/2021,09/04/2021,7,416,24,1455.7,,809,0,2830.9,0.0,0.1,0,16,0.0,56.0,28577,60827-2021-35,POINT (-87.633087 41.650765)
60643,11,03/08/2020,03/14/2020,,,,,4,5,8,10,0.0,0.0,0,0,0.0,0.0,49870,60643-2020-11,POINT (-87.662381 41.700445)
60603,15,04/05/2020,04/11/2020,,,,,6,16,511,1362.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-15,POINT (-87.625473 41.880112)
60606,4,01/24/2021,01/30/2021,5,251,161,8094.2,171,5988,5514,193099,0.1,0.1,0,2,0.0,64.5,3101,60606-2021-4,POINT (-87.63676 41.882634)
60666,37,09/06/2020,09/12/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-37,POINT (-87.896371 41.979511)
60666,48,11/22/2020,11/28/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-48,POINT (-87.896371 41.979511)
60607,17,04/25/2021,05/01/2021,18,2636,61,8908.1,1521,63422,5140,214328.7,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-17,POINT (-87.652727 41.876104)
60827,6,02/07/2021,02/13/2021,1,285,4,997.3,,807,0,2823.9,0.0,0.1,0,12,0.0,42.0,28577,60827-2021-6,POINT (-87.633087 41.650765)
60602,48,11/22/2020,11/28/2020,5,57,402,4582,49,1255,3939,100884.2,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-48,POINT (-87.628309 41.883136)
60613,17,04/25/2021,05/01/2021,34,3864,68,7710.6,2069,87638,4129,174880.8,0.0,0.0,1,49,2.0,97.8,50113,60613-2021-17,POINT (-87.661343 41.953742)
60636,15,04/05/2020,04/11/2020,57,194,177,602.4,113,408,351,1267,0.4,0.4,9,18,27.9,55.9,32203,60636-2020-15,POINT (-87.668597 41.77599)
60613,2,01/10/2021,01/16/2021,74,2952,148,5890.7,2320,57690,4630,115119.8,0.0,0.1,0,40,0.0,79.8,50113,60613-2021-2,POINT (-87.661343 41.953742)
60614,21,05/23/2021,05/29/2021,7,5933,10,8320.2,1578,147206,2213,206436.9,0.0,0.0,1,92,1.4,129.0,71308,60614-2021-21,POINT (-87.652064 41.922605)
60617,34,08/22/2021,08/28/2021,84,8800,102,10662.3,2803,114479,3396,138705.3,0.0,0.1,2,171,2.4,207.2,82534,60617-2021-34,POINT (-87.556897 41.721257)
60617,27,06/28/2020,07/04/2020,43,1274,52,1543.6,1193,11474,1446,13902.1,0.0,0.1,0,64,0.0,77.5,82534,60617-2020-27,POINT (-87.556897 41.721257)
60626,13,03/22/2020,03/28/2020,22,38,44,76.4,123,214,247,430.3,0.1,0.1,0,0,0.0,0.0,49730,60626-2020-13,POINT (-87.669834 42.009469)
60655,28,07/05/2020,07/11/2020,29,323,101,1121.4,454,4796,1576,16650.5,0.1,0.1,0,9,0.0,31.2,28804,60655-2020-28,POINT (-87.701434 41.696456)
60625,16,04/18/2021,04/24/2021,64,6925,81,8738.9,2503,108130,3159,136453.7,0.0,0.1,0,185,0.0,233.5,79243,60625-2021-16,POINT (-87.701816 41.971155)
60633,49,11/29/2020,12/05/2020,100,963,777,7481.9,473,7761,3675,60298.3,0.3,0.1,1,10,7.8,77.7,12871,60633-2020-49,POINT (-87.556037 41.653147)
60637,11,03/14/2021,03/20/2021,27,2914,57,6140.7,3844,112224,8100,236490.1,0.0,0.0,1,56,2.1,118.0,47454,60637-2021-11,POINT (-87.604053 41.780991)
60618,19,05/03/2020,05/09/2020,181,827,192,876.1,753,3222,798,3413.3,0.3,0.2,7,25,7.4,26.5,94395,60618-2020-19,POINT (-87.703343 41.946699)
60605,40,09/27/2020,10/03/2020,14,415,51,1508,667,10781,2424,39176.6,0.0,0.0,1,4,3.6,14.5,27519,60605-2020-40,POINT (-87.623449 41.867824)
60621,53,12/27/2020,01/02/2021,54,1704,186,5867.4,535,18793,1842,64709.7,0.1,0.1,1,68,3.4,234.1,29042,60621-2020-53,POINT (-87.638812 41.776931)
60606,31,08/01/2021,08/07/2021,6,345,194,11125.4,320,11678,10319,376588.2,0.0,0.0,0,3,0.0,96.7,3101,60606-2021-31,POINT (-87.63676 41.882634)
60827,38,09/19/2021,09/25/2021,11,442,38,1546.7,,809,0,2830.9,0.0,0.1,0,16,0.0,56.0,28577,60827-2021-38,POINT (-87.633087 41.650765)
60611,33,08/09/2020,08/15/2020,30,337,92,1039.3,815,9392,2513,28964.4,0.0,0.0,0,3,0.0,9.3,32426,60611-2020-33,POINT (-87.620291 41.894734)
60616,53,12/27/2020,01/02/2021,132,2768,242,5082.3,1684,48477,3092,89007.4,0.1,0.1,7,70,12.9,128.5,54464,60616-2020-53,POINT (-87.629531 41.844869)
60629,12,03/15/2020,03/21/2020,15,15,13,13.4,82,89,73,79.6,0.2,0.1,0,0,0.0,0.0,111850,60629-2020-12,POINT (-87.711565 41.777061)
60620,4,01/24/2021,01/30/2021,78,4415,114,6483.5,1886,54849,2770,80546.6,0.1,0.1,0,128,0.0,188.0,68096,60620-2021-4,POINT (-87.651656 41.740873)
60620,19,05/03/2020,05/09/2020,92,850,135,1248.2,690,3498,1013,5136.9,0.2,0.2,6,54,8.8,79.3,68096,60620-2020-19,POINT (-87.651656 41.740873)
60628,9,02/28/2021,03/06/2021,20,4448,30,6666.3,1330,56360,1993,84467.4,0.0,0.1,1,191,1.5,286.3,66724,60628-2021-9,POINT (-87.621537 41.694192)
60666,22,05/30/2021,06/05/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-22,POINT (-87.896371 41.979511)
60624,47,11/15/2020,11/21/2020,160,1913,442,5290.7,1359,19097,3758,52815.4,0.1,0.1,0,37,0.0,102.3,36158,60624-2020-47,POINT (-87.722735 41.879417)
60639,16,04/12/2020,04/18/2020,268,583,296,644.1,645,1407,713,1554.4,0.4,0.4,15,22,16.6,24.3,90517,60639-2020-16,POINT (-87.75531 41.920609)
60601,18,05/02/2021,05/08/2021,4,1081,27,7366.3,780,27895,5315,190085.2,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-18,POINT (-87.622844 41.886262)
60642,20,05/10/2020,05/16/2020,12,124,59,613.8,160,806,792,3989.9,0.1,0.1,0,4,0.0,19.8,20201,60642-2020-20,POINT (-87.657821 41.899935)
60607,40,09/27/2020,10/03/2020,18,760,61,2568.3,1226,13708,4143,46324.9,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-40,POINT (-87.652727 41.876104)
60655,13,03/22/2020,03/28/2020,30,34,104,118,138,172,479,597.1,0.2,0.2,0,0,0.0,0.0,28804,60655-2020-13,POINT (-87.701434 41.696456)
60646,21,05/17/2020,05/23/2020,31,347,111,1239.9,330,2091,1179,7471.3,0.1,0.2,3,34,10.7,121.5,27987,60646-2020-21,POINT (-87.761826 41.993931)
60608,6,02/07/2021,02/13/2021,57,7287,72,9200.2,1871,81309,2362,102656.4,0.0,0.1,2,131,2.5,165.4,79205,60608-2021-6,POINT (-87.670366 41.849879)
60606,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,3101,60606-2020-10,POINT (-87.63676 41.882634)
60619,15,04/11/2021,04/17/2021,158,4446,258,7257.8,1982,65657,3236,107181.1,0.1,0.1,3,129,4.9,210.6,61258,60619-2021-15,POINT (-87.60569 41.744737)
60638,24,06/07/2020,06/13/2020,32,1108,54,1884.4,533,5788,906,9844,0.1,0.2,2,32,3.4,54.4,58797,60638-2020-24,POINT (-87.771902 41.787032)
60613,38,09/13/2020,09/19/2020,48,780,96,1556.5,1173,17930,2341,35779.1,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-38,POINT (-87.661343 41.953742)
60660,18,04/26/2020,05/02/2020,50,277,116,640.6,244,1024,564,2368.1,0.2,0.2,3,21,6.9,48.6,43242,60660-2020-18,POINT (-87.666362 41.991062)
60624,15,04/05/2020,04/11/2020,75,243,207,672.1,209,615,578,1700.9,0.3,0.4,4,7,11.1,19.4,36158,60624-2020-15,POINT (-87.722735 41.879417)
60616,14,03/29/2020,04/04/2020,52,101,96,185.4,141,365,259,670.2,0.3,0.2,4,4,7.3,7.3,54464,60616-2020-14,POINT (-87.629531 41.844869)
60666,43,10/18/2020,10/24/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-43,POINT (-87.896371 41.979511)
60605,8,02/21/2021,02/27/2021,22,1686,80,6126.7,965,35076,3507,127461,0.0,0.0,1,11,3.6,40.0,27519,60605-2021-8,POINT (-87.623449 41.867824)
60614,34,08/22/2021,08/28/2021,81,6521,114,9144.8,3624,177121,5082,248388.7,0.0,0.0,0,94,0.0,131.8,71308,60614-2021-34,POINT (-87.652064 41.922605)
60644,11,03/08/2020,03/14/2020,3,5,6,10.5,11,15,23,31.4,0.0,0.0,0,0,0.0,0.0,47712,60644-2020-11,POINT (-87.756863 41.881113)
60624,20,05/16/2021,05/22/2021,27,3462,75,9574.6,1177,45261,3255,125175.6,0.0,0.1,2,80,5.5,221.3,36158,60624-2021-20,POINT (-87.722735 41.879417)
60613,23,05/31/2020,06/06/2020,16,381,32,760.3,405,2896,808,5778.9,0.0,0.1,1,28,2.0,55.9,50113,60613-2020-23,POINT (-87.661343 41.953742)
60707,50,12/06/2020,12/12/2020,105,1613,244,3749.5,,4391,0,10207.1,0.0,0.1,5,22,11.6,51.1,43019,60707-2020-50,POINT (-87.808283 41.921777)
60626,18,04/26/2020,05/02/2020,129,631,259,1268.9,429,1806,863,3631.6,0.3,0.3,12,39,24.1,78.4,49730,60626-2020-18,POINT (-87.669834 42.009469)
60621,32,08/02/2020,08/08/2020,19,681,65,2344.9,398,6989,1370,24065.1,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-32,POINT (-87.638812 41.776931)
60613,21,05/17/2020,05/23/2020,17,352,34,702.4,374,2060,746,4110.7,0.1,0.1,1,24,2.0,47.9,50113,60613-2020-21,POINT (-87.661343 41.953742)
60602,27,07/04/2021,07/10/2021,0,107,0,8601.3,43,3205,3457,257636.7,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-27,POINT (-87.628309 41.883136)
60645,20,05/10/2020,05/16/2020,129,929,270,1946.3,636,3247,1332,6802.6,0.2,0.3,10,53,21.0,111.0,47732,60645-2020-20,POINT (-87.695049 42.008927)
60611,16,04/12/2020,04/18/2020,8,72,25,222,123,514,379,1585.1,0.1,0.1,0,0,0.0,0.0,32426,60611-2020-16,POINT (-87.620291 41.894734)
60603,16,04/12/2020,04/18/2020,,,,,3,19,256,1618.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-16,POINT (-87.625473 41.880112)
60602,25,06/14/2020,06/20/2020,0,13,0,1045,19,204,1527,16398.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-25,POINT (-87.628309 41.883136)
60630,28,07/05/2020,07/11/2020,15,888,26,1548.5,762,7955,1329,13872.4,0.0,0.1,1,62,1.7,108.1,57344,60630-2020-28,POINT (-87.759611 41.971261)
60643,23,05/31/2020,06/06/2020,19,721,38,1445.8,405,4981,812,9988,0.1,0.1,3,58,6.0,116.3,49870,60643-2020-23,POINT (-87.662381 41.700445)
60655,50,12/06/2020,12/12/2020,137,2363,476,8203.7,975,21284,3385,73892.5,0.2,0.1,3,28,10.4,97.2,28804,60655-2020-50,POINT (-87.701434 41.696456)
60608,50,12/06/2020,12/12/2020,332,5975,419,7543.7,2860,60921,3611,76915.6,0.1,0.1,5,108,6.3,136.4,79205,60608-2020-50,POINT (-87.670366 41.849879)
60611,44,10/25/2020,10/31/2020,117,773,361,2383.9,1626,20746,5014,63979.5,0.1,0.0,0,4,0.0,12.3,32426,60611-2020-44,POINT (-87.620291 41.894734)
60619,18,05/02/2021,05/08/2021,99,4757,162,7765.5,1997,71461,3260,116655.8,0.1,0.1,0,133,0.0,217.1,61258,60619-2021-18,POINT (-87.60569 41.744737)
60655,22,05/24/2020,05/30/2020,11,263,38,913.1,496,2644,1722,9179.3,0.0,0.1,1,8,3.5,27.8,28804,60655-2020-22,POINT (-87.701434 41.696456)
60632,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,91039,60632-2020-10,POINT (-87.711251 41.810038)
60609,14,04/04/2021,04/10/2021,88,6940,143,11285.5,1541,71491,2506,116255,0.1,0.1,0,140,0.0,227.7,61495,60609-2021-14,POINT (-87.653382 41.812017)
60601,13,03/22/2020,03/28/2020,9,23,61,156.7,36,73,245,497.4,0.2,0.2,0,0,0.0,0.0,14675,60601-2020-13,POINT (-87.622844 41.886262)
60608,18,04/26/2020,05/02/2020,350,961,442,1213.3,960,2690,1212,3396.3,0.3,0.3,9,26,11.4,32.8,79205,60608-2020-18,POINT (-87.670366 41.849879)
60607,33,08/09/2020,08/15/2020,25,601,84,2031,708,7108,2393,24020.8,0.0,0.1,0,4,0.0,13.5,29591,60607-2020-33,POINT (-87.652727 41.876104)
60666,16,04/18/2021,04/24/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-16,POINT (-87.896371 41.979511)
60602,31,07/26/2020,08/01/2020,0,19,0,1527.3,40,414,3215,33279.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-31,POINT (-87.628309 41.883136)
60625,1,01/03/2021,01/09/2021,194,5533,245,6982.3,3039,69369,3835,87539.6,0.1,0.1,3,158,3.8,199.4,79243,60625-2021-1,POINT (-87.701816 41.971155)
60601,40,09/27/2020,10/03/2020,5,213,34,1451.4,393,6438,2678,43870.5,0.0,0.0,0,6,0.0,40.9,14675,60601-2020-40,POINT (-87.622844 41.886262)
60633,33,08/09/2020,08/15/2020,17,263,132,2043.4,263,2661,2043,20674.4,0.1,0.1,0,5,0.0,38.8,12871,60633-2020-33,POINT (-87.556037 41.653147)
60661,13,03/28/2021,04/03/2021,28,783,282,7888.4,435,15276,4382,153898.9,0.1,0.1,0,1,0.0,10.1,9926,60661-2021-13,POINT (-87.644283 41.882786)
60827,42,10/11/2020,10/17/2020,5,121,18,423.4,,807,0,2823.9,0.0,0.1,0,8,0.0,28.0,28577,60827-2020-42,POINT (-87.633087 41.650765)
60602,16,04/12/2020,04/18/2020,2,5,161,401.9,10,26,804,2090,0.2,0.3,0,0,0.0,0.0,1244,60602-2020-16,POINT (-87.628309 41.883136)
60610,11,03/08/2020,03/14/2020,5,5,13,12.8,8,11,20,28.2,0.0,0.0,0,0,0.0,0.0,39019,60610-2020-11,POINT (-87.63581 41.90455)
60609,47,11/15/2020,11/21/2020,351,4445,571,7228.2,2603,38440,4233,62509.1,0.2,0.1,5,94,8.1,152.9,61495,60609-2020-47,POINT (-87.653382 41.812017)
60608,27,06/28/2020,07/04/2020,36,1884,46,2378.6,998,10716,1260,13529.4,0.0,0.2,3,72,3.8,90.9,79205,60608-2020-27,POINT (-87.670366 41.849879)
60616,37,09/12/2021,09/18/2021,40,4287,73,7871.3,1872,107370,3437,197139.4,0.0,0.0,0,105,0.0,192.8,54464,60616-2021-37,POINT (-87.629531 41.844869)
60622,37,09/06/2020,09/12/2020,46,1107,87,2096.9,1398,22259,2648,42162.8,0.0,0.1,0,56,0.0,106.1,52793,60622-2020-37,POINT (-87.681818 41.902762)
60602,10,03/07/2021,03/13/2021,0,96,0,7717,58,2048,4662,164630.2,0.0,0.1,0,2,0.0,160.8,1244,60602-2021-10,POINT (-87.628309 41.883136)
60656,10,03/07/2021,03/13/2021,51,2729,185,9895.2,638,26334,2313,95485.7,0.1,0.1,0,52,0.0,188.5,27579,60656-2021-10,POINT (-87.817934 41.974566)
60640,11,03/08/2020,03/14/2020,,,,,15,20,22,28.7,0.0,0.0,0,0,0.0,0.0,69715,60640-2020-11,POINT (-87.662232 41.971888)
60622,25,06/20/2021,06/26/2021,1,5259,2,9961.5,985,108049,1866,204665.4,0.0,0.1,0,80,0.0,151.5,52793,60622-2021-25,POINT (-87.681818 41.902762)
60641,11,03/08/2020,03/14/2020,,,,,5,5,7,7,0.0,0.0,0,0,0.0,0.0,71023,60641-2020-11,POINT (-87.746791 41.946682)
60630,18,04/26/2020,05/02/2020,118,430,206,749.9,392,1778,684,3100.6,0.2,0.2,4,18,7.0,31.4,57344,60630-2020-18,POINT (-87.759611 41.971261)
60631,13,03/22/2020,03/28/2020,21,31,71,105,185,214,626,724.7,0.1,0.1,0,0,0.0,0.0,29529,60631-2020-13,POINT (-87.813371 41.995019)
60621,20,05/16/2021,05/22/2021,34,2396,117,8250.1,753,32057,2593,110381.5,0.1,0.1,1,87,3.4,299.6,29042,60621-2021-20,POINT (-87.638812 41.776931)
60612,25,06/14/2020,06/20/2020,8,716,23,2086.8,441,4911,1285,14313.2,0.0,0.2,0,25,0.0,72.9,34311,60612-2020-25,POINT (-87.687011 41.88004)
60605,14,03/29/2020,04/04/2020,13,52,47,189,65,254,236,923,0.1,0.1,0,0,0.0,0.0,27519,60605-2020-14,POINT (-87.623449 41.867824)
60611,34,08/22/2021,08/28/2021,35,2556,108,7882.6,1882,72015,5804,222090.3,0.0,0.0,0,19,0.0,58.6,32426,60611-2021-34,POINT (-87.620291 41.894734)
60618,40,09/27/2020,10/03/2020,75,2350,80,2489.5,2163,37175,2291,39382.4,0.0,0.1,0,53,0.0,56.1,94395,60618-2020-40,POINT (-87.703343 41.946699)
60637,11,03/08/2020,03/14/2020,,,,,5,5,10,10.5,0.0,0.0,0,0,0.0,0.0,47454,60637-2020-11,POINT (-87.604053 41.780991)
60608,29,07/18/2021,07/24/2021,29,8233,37,10394.5,1637,123959,2067,156504,0.0,0.1,0,145,0.0,183.1,79205,60608-2021-29,POINT (-87.670366 41.849879)
60827,27,06/28/2020,07/04/2020,0,87,0,304.4,44,532,154,1861.6,0.0,0.1,0,7,0.0,24.5,28577,60827-2020-27,POINT (-87.633087 41.650765)
60661,8,02/21/2021,02/27/2021,7,699,70,7042.1,390,13185,3929,132833,0.0,0.1,0,1,0.0,10.1,9926,60661-2021-8,POINT (-87.644283 41.882786)
60616,31,07/26/2020,08/01/2020,20,608,37,1116.3,835,10988,1533,20174.8,0.0,0.1,0,35,0.0,64.3,54464,60616-2020-31,POINT (-87.629531 41.844869)
60612,9,02/28/2021,03/06/2021,29,3010,84,8772.7,2342,59376,6826,173052.4,0.0,0.1,1,62,2.9,180.7,34311,60612-2021-9,POINT (-87.687011 41.88004)
60619,22,05/24/2020,05/30/2020,47,872,77,1423.5,1005,6488,1641,10591.3,0.1,0.1,1,58,1.6,94.7,61258,60619-2020-22,POINT (-87.60569 41.744737)
60612,10,03/01/2020,03/07/2020,,,,,1,1,3,2.9,0.0,0.0,0,0,0.0,0.0,34311,60612-2020-10,POINT (-87.687011 41.88004)
60628,15,04/05/2020,04/11/2020,74,314,111,470.6,230,901,345,1350.3,0.3,0.3,16,24,24.0,36.0,66724,60628-2020-15,POINT (-87.621537 41.694192)
60602,21,05/23/2021,05/29/2021,0,106,0,8520.9,73,2831,5868,227572.3,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-21,POINT (-87.628309 41.883136)
60605,46,11/08/2020,11/14/2020,120,870,436,3161.5,1384,17608,5029,63984.9,0.1,0.0,0,5,0.0,18.2,27519,60605-2020-46,POINT (-87.623449 41.867824)
60620,19,05/09/2021,05/15/2021,99,5609,145,8236.9,2136,84406,3137,123951.5,0.1,0.1,4,155,5.9,227.6,68096,60620-2021-19,POINT (-87.651656 41.740873)
60666,31,08/01/2021,08/07/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-31,POINT (-87.896371 41.979511)
60633,23,05/31/2020,06/06/2020,6,123,47,955.6,70,750,544,5827.1,0.1,0.2,0,3,0.0,23.3,12871,60633-2020-23,POINT (-87.556037 41.653147)
60653,29,07/18/2021,07/24/2021,23,2864,72,8957.8,727,58379,2274,182594.1,0.0,0.1,0,70,0.0,218.9,31972,60653-2021-29,POINT (-87.611244 41.819261)
60602,36,09/05/2021,09/11/2021,1,125,80,10048.2,170,4133,13666,332234.7,0.0,0.0,0,2,0.0,160.8,1244,60602-2021-36,POINT (-87.628309 41.883136)
60660,31,07/26/2020,08/01/2020,17,579,39,1339,615,8652,1422,20008.3,0.0,0.1,0,40,0.0,92.5,43242,60660-2020-31,POINT (-87.666362 41.991062)
60625,51,12/13/2020,12/19/2020,246,4948,310,6244.1,3259,61068,4113,77064.2,0.1,0.1,6,141,7.6,177.9,79243,60625-2020-51,POINT (-87.701816 41.971155)
60636,27,06/28/2020,07/04/2020,19,812,59,2521.5,403,4721,1251,14660.1,0.1,0.2,1,51,3.1,158.4,32203,60636-2020-27,POINT (-87.668597 41.77599)
60621,38,09/13/2020,09/19/2020,13,768,45,2644.4,450,9318,1550,32084.6,0.0,0.1,0,53,0.0,182.5,29042,60621-2020-38,POINT (-87.638812 41.776931)
60608,30,07/25/2021,07/31/2021,35,8268,44,10438.7,1645,125604,2077,158580.9,0.0,0.1,2,147,2.5,185.6,79205,60608-2021-30,POINT (-87.670366 41.849879)
60827,18,05/02/2021,05/08/2021,8,366,28,1280.8,,807,0,2823.9,0.0,0.1,0,14,0.0,49.0,28577,60827-2021-18,POINT (-87.633087 41.650765)
60606,26,06/27/2021,07/03/2021,0,318,0,10254.8,169,10416,5450,335891.6,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-26,POINT (-87.63676 41.882634)
60606,21,05/17/2020,05/23/2020,0,20,0,645,89,471,2870,15188.6,0.1,0.2,0,0,0.0,0.0,3101,60606-2020-21,POINT (-87.63676 41.882634)
60607,25,06/20/2021,06/26/2021,0,2702,0,9131.2,890,71934,3008,243094.2,0.0,0.0,0,9,0.0,30.4,29591,60607-2021-25,POINT (-87.652727 41.876104)
60621,15,04/11/2021,04/17/2021,48,2196,165,7561.5,757,28172,2607,97004.3,0.1,0.1,1,81,3.4,278.9,29042,60621-2021-15,POINT (-87.638812 41.776931)
60605,29,07/12/2020,07/18/2020,17,263,62,955.7,493,4599,1792,16712.1,0.0,0.0,0,1,0.0,3.6,27519,60605-2020-29,POINT (-87.623449 41.867824)
60607,45,11/01/2020,11/07/2020,140,1194,473,4035,1665,21219,5627,71707.6,0.1,0.0,0,4,0.0,13.5,29591,60607-2020-45,POINT (-87.652727 41.876104)
60610,7,02/14/2021,02/20/2021,38,2880,97,7381,1432,53125,3670,136151.6,0.0,0.1,0,30,0.0,76.9,39019,60610-2021-7,POINT (-87.63581 41.90455)
60612,4,01/24/2021,01/30/2021,40,2886,117,8411.3,2117,48884,6170,142473.3,0.0,0.1,0,57,0.0,166.1,34311,60612-2021-4,POINT (-87.687011 41.88004)
60644,24,06/07/2020,06/13/2020,11,1276,23,2674.4,615,6347,1289,13302.7,0.0,0.2,7,87,14.7,182.3,47712,60644-2020-24,POINT (-87.756863 41.881113)
60601,25,06/14/2020,06/20/2020,5,82,34,558.8,118,900,804,6132.9,0.1,0.1,0,5,0.0,34.1,14675,60601-2020-25,POINT (-87.622844 41.886262)
60613,53,12/27/2020,01/02/2021,110,2732,220,5451.7,2222,52719,4434,105200.2,0.1,0.1,1,40,2.0,79.8,50113,60613-2020-53,POINT (-87.661343 41.953742)
60620,40,09/27/2020,10/03/2020,24,1735,35,2547.9,904,22396,1328,32888.9,0.0,0.1,2,79,2.9,116.0,68096,60620-2020-40,POINT (-87.651656 41.740873)
60656,15,04/11/2021,04/17/2021,72,3013,261,10925,807,30030,2926,108887.2,0.1,0.1,0,55,0.0,199.4,27579,60656-2021-15,POINT (-87.817934 41.974566)
60602,52,12/20/2020,12/26/2020,4,67,322,5385.9,60,1491,4823,119855.3,0.0,0.1,0,1,0.0,80.4,1244,60602-2020-52,POINT (-87.628309 41.883136)
